Date,XLF,IYF
2021-05-14,37.880001068115234,81.87999725341797
2021-05-17,37.95000076293945,81.94999694824219
2021-05-18,37.41999816894531,81.19000244140625
2021-05-19,37.189998626708984,80.7300033569336
2021-05-20,37.209999084472656,81.08999633789062
2021-05-21,37.58000183105469,81.5999984741211
2021-05-24,37.7599983215332,82.06999969482422
2021-05-25,37.380001068115234,81.4800033569336
2021-05-26,37.4900016784668,81.69999694824219
2021-05-27,37.91999816894531,82.27999877929688
2021-05-28,37.9900016784668,82.43000030517578
2021-06-01,38.220001220703125,83.05999755859375
2021-06-02,38.279998779296875,83.41000366210938
2021-06-03,38.369998931884766,83.41000366210938
2021-06-04,38.470001220703125,83.61000061035156
2021-06-07,38.220001220703125,83.43000030517578
2021-06-08,38.119998931884766,83.45999908447266
2021-06-09,37.7599983215332,82.91999816894531
2021-06-10,37.31999969482422,82.2699966430664
2021-06-11,37.560001373291016,82.58999633789062
2021-06-14,37.16999816894531,82.05999755859375
2021-06-15,37.2400016784668,82.05999755859375
2021-06-16,37.20000076293945,81.80000305175781
2021-06-17,36.099998474121094,80.20999908447266
2021-06-18,35.22999954223633,78.55000305175781
2021-06-21,35.90999984741211,80.30000305175781
2021-06-22,35.970001220703125,80.31999969482422
2021-06-23,36.040000915527344,80.43000030517578
2021-06-24,36.4900016784668,81.05999755859375
2021-06-25,36.93000030517578,81.95999908447266
2021-06-28,36.65999984741211,81.22000122070312
2021-06-29,36.529998779296875,81.05999755859375
2021-06-30,36.689998626708984,81.05000305175781
2021-07-01,36.97999954223633,81.63999938964844
2021-07-02,36.939998626708984,81.75
2021-07-06,36.36000061035156,81.05000305175781
2021-07-07,36.40999984741211,81.19000244140625
2021-07-08,35.68000030517578,79.94999694824219
2021-07-09,36.709999084472656,81.83000183105469
2021-07-12,37.06999969482422,82.52999877929688
2021-07-13,36.66999816894531,81.81999969482422
2021-07-14,36.5,81.81999969482422
2021-07-15,36.619998931884766,82.12999725341797
2021-07-16,36.119998931884766,81.36000061035156
2021-07-19,35.11000061035156,79.16999816894531
2021-07-20,35.97999954223633,80.9800033569336
2021-07-21,36.599998474121094,81.97000122070312
2021-07-22,36.20000076293945,81.33000183105469
2021-07-23,36.2599983215332,81.80000305175781
2021-07-26,36.470001220703125,82.0999984741211
2021-07-27,36.459999084472656,82.25
2021-07-28,36.40999984741211,81.94000244140625
2021-07-29,36.810001373291016,82.6500015258789
2021-07-30,36.52000045776367,82.20999908447266
2021-08-02,36.529998779296875,81.91000366210938
2021-08-03,36.939998626708984,82.4000015258789
2021-08-04,36.630001068115234,81.97000122070312
2021-08-05,37.11000061035156,82.98999786376953
2021-08-06,37.86000061035156,84.06999969482422
2021-08-09,37.959999084472656,84.04000091552734
2021-08-10,38.36000061035156,84.33999633789062
2021-08-11,38.79999923706055,85.0199966430664
2021-08-12,38.869998931884766,85.0
2021-08-13,38.58000183105469,84.7699966430664
2021-08-16,38.47999954223633,84.76000213623047
2021-08-17,38.209999084472656,84.22000122070312
2021-08-18,37.7400016784668,83.2699966430664
2021-08-19,37.459999084472656,82.91000366210938
2021-08-20,37.689998626708984,83.33999633789062
2021-08-23,38.0,83.9000015258789
2021-08-24,38.22999954223633,84.23999786376953
2021-08-25,38.68000030517578,84.80999755859375
2021-08-26,38.4900016784668,84.4000015258789
2021-08-27,39.0,85.44999694824219
2021-08-30,38.45000076293945,84.7300033569336
2021-08-31,38.400001525878906,84.7300033569336
2021-09-01,38.18000030517578,84.75
2021-09-02,38.310001373291016,84.83999633789062
2021-09-03,38.06999969482422,84.51000213623047
2021-09-07,37.84000015258789,84.01000213623047
2021-09-08,37.75,84.04000091552734
2021-09-09,37.86000061035156,83.80999755859375
2021-09-10,37.58000183105469,83.05999755859375
2021-09-13,38.0099983215332,83.80000305175781
2021-09-14,37.5,82.9000015258789
2021-09-15,37.86000061035156,83.54000091552734
2021-09-16,37.75,83.45999908447266
2021-09-17,37.58000183105469,82.9800033569336
2021-09-20,36.54999923706055,80.97000122070312
2021-09-21,36.5,80.91999816894531
2021-09-22,37.11000061035156,82.05999755859375
2021-09-23,38.02000045776367,84.0
2021-09-24,38.220001220703125,84.02999877929688
2021-09-27,38.7400016784668,85.06999969482422
2021-09-28,38.099998474121094,83.6500015258789
2021-09-29,38.130001068115234,83.81999969482422
2021-09-30,37.529998779296875,82.55000305175781
2021-10-01,38.150001525878906,83.7300033569336
2021-10-04,37.81999969482422,83.0199966430664
2021-10-05,38.560001373291016,84.55999755859375
2021-10-06,38.599998474121094,84.72000122070312
2021-10-07,38.83000183105469,85.33999633789062
2021-10-08,39.02000045776367,85.80999755859375
2021-10-11,38.630001068115234,85.0
2021-10-12,38.5099983215332,84.87000274658203
2021-10-13,38.290000915527344,84.61000061035156
2021-10-14,38.93000030517578,86.06999969482422
2021-10-15,39.5099983215332,87.19999694824219
2021-10-18,39.52000045776367,87.20999908447266
2021-10-19,39.90999984741211,88.13999938964844
2021-10-20,40.22999954223633,88.83999633789062
2021-10-21,40.060001373291016,88.75
2021-10-22,40.619998931884766,89.80999755859375
2021-10-25,40.56999969482422,89.83000183105469
2021-10-26,40.599998474121094,89.93000030517578
2021-10-27,39.93000030517578,88.37999725341797
2021-10-28,40.41999816894531,89.62000274658203
2021-10-29,40.2599983215332,89.22000122070312
2021-11-01,40.279998779296875,89.5
2021-11-02,40.380001068115234,89.77999877929688
2021-11-03,40.529998779296875,90.23999786376953
2021-11-04,40.0,88.98999786376953
2021-11-05,40.02000045776367,89.02999877929688
2021-11-08,40.2400016784668,89.37999725341797
2021-11-09,40.02000045776367,89.0199966430664
2021-11-10,39.95000076293945,88.61000061035156
2021-11-11,40.060001373291016,88.97000122070312
2021-11-12,40.150001525878906,89.18000030517578
2021-11-15,40.150001525878906,89.13999938964844
2021-11-16,40.11000061035156,89.1500015258789
2021-11-17,39.650001525878906,88.19999694824219
2021-11-18,39.45000076293945,87.86000061035156
2021-11-19,39.02000045776367,86.93000030517578
2021-11-22,39.56999969482422,88.05000305175781
2021-11-23,40.189998626708984,89.30000305175781
2021-11-24,40.099998474121094,89.16999816894531
2021-11-26,38.77000045776367,86.36000061035156
2021-11-29,38.88999938964844,86.69999694824219
2021-11-30,37.959999084472656,84.4800033569336
2021-12-01,37.540000915527344,83.61000061035156
2021-12-02,38.65999984741211,86.01000213623047
2021-12-03,38.029998779296875,84.5999984741211
2021-12-06,38.61000061035156,85.69000244140625
2021-12-07,39.29999923706055,87.23999786376953
2021-12-08,39.09000015258789,86.83000183105469
2021-12-09,39.0099983215332,86.5
2021-12-10,39.04999923706055,86.54000091552734
2021-12-13,38.630001068115234,85.20999908447266
2021-12-14,38.86000061035156,85.5999984741211
2021-12-15,38.970001220703125,86.06999969482422
2021-12-16,39.459999084472656,86.79000091552734
2021-12-17,38.59000015258789,85.0
2021-12-20,37.65999984741211,83.33999633789062
2021-12-21,38.439998626708984,85.08000183105469
2021-12-22,38.619998931884766,85.69000244140625
2021-12-23,38.81999969482422,86.29000091552734
2021-12-27,39.220001220703125,87.20999908447266
2021-12-28,39.2400016784668,87.12000274658203
2021-12-29,39.189998626708984,87.06999969482422
2021-12-30,39.119998931884766,86.79000091552734
2021-12-31,39.04999923706055,86.69000244140625
2022-01-03,39.529998779296875,87.56999969482422
2022-01-04,40.56999969482422,89.5999984741211
2022-01-05,40.099998474121094,88.37999725341797
2022-01-06,40.689998626708984,89.79000091552734
2022-01-07,41.16999816894531,90.63999938964844
2022-01-10,41.029998779296875,90.37000274658203
2022-01-11,41.38999938964844,91.27999877929688
2022-01-12,41.41999816894531,91.31999969482422
2022-01-13,41.2599983215332,90.88999938964844
2022-01-14,40.83000183105469,90.16000366210938
2022-01-18,39.91999816894531,88.2300033569336
2022-01-19,39.25,86.69000244140625
2022-01-20,39.0,86.12999725341797
2022-01-21,38.20000076293945,84.37999725341797
2022-01-24,38.310001373291016,84.66000366210938
2022-01-25,38.470001220703125,84.58000183105469
2022-01-26,38.56999969482422,84.81999969482422
2022-01-27,38.220001220703125,84.18000030517578
2022-01-28,38.720001220703125,85.41000366210938
2022-01-31,39.060001373291016,86.36000061035156
