Date,XLF,IYF,hedge_ratio,signal,strategy_return,cumulative_return
2021-12-22,38.619998931884766,85.69000244140625,0.45757204901607545,1,0.0013936448978209975,1.1029181197239806
2021-12-23,38.81999969482422,86.29000091552734,0.4566991341483056,1,0.0019747799240149165,1.1050961402846438
2021-12-27,39.220001220703125,87.20999908447266,0.4564575516276856,1,0.00543481690598699,1.1111021354706037
2021-12-28,39.2400016784668,87.12000274658203,0.4571459717686634,0,0.0009809968242314568,1.112192123136897
2021-12-29,39.189998626708984,87.06999969482422,0.456847263209849,0,-0.0,1.112192123136897
2021-12-30,39.119998931884766,86.79000091552734,0.45750021898623167,0,-0.0,1.112192123136897
2021-12-31,39.04999923706055,86.69000244140625,0.4572328955917539,0,-0.0,1.112192123136897
2022-01-03,39.529998779296875,87.56999969482422,0.45811202675870943,0,0.0,1.112192123136897
2022-01-04,40.56999969482422,89.5999984741211,0.4593586366186094,0,0.0,1.112192123136897
2022-01-05,40.099998474121094,88.37999725341797,0.4603726123643692,0,-0.0,1.112192123136897
2022-01-06,40.689998626708984,89.79000091552734,0.4597267535035285,0,0.0,1.112192123136897
2022-01-07,41.16999816894531,90.63999938964844,0.4606990446177002,0,0.0,1.112192123136897
2022-01-10,41.029998779296875,90.37000274658203,0.4605402274215042,0,-0.0,1.112192123136897
2022-01-11,41.38999938964844,91.27999877929688,0.459893706773876,0,0.0,1.112192123136897
2022-01-12,41.41999816894531,91.31999969482422,0.4600117947258726,0,0.0,1.112192123136897
2022-01-13,41.2599983215332,90.88999938964844,0.46042265633076696,0,-0.0,1.112192123136897
2022-01-14,40.83000183105469,90.16000366210938,0.459405370523201,0,-0.0,1.112192123136897
2022-01-18,39.91999816894531,88.2300033569336,0.45913635502608247,0,-0.0,1.112192123136897
2022-01-19,39.25,86.69000244140625,0.4595485768305681,0,-0.0,1.112192123136897
2022-01-20,39.0,86.12999725341797,0.4596377188274186,0,-0.0,1.112192123136897
2022-01-21,38.20000076293945,84.37999725341797,0.45968899716380845,0,-0.0,1.112192123136897
2022-01-24,38.310001373291016,84.66000366210938,0.45947108554937094,0,0.0,1.112192123136897
2022-01-25,38.470001220703125,84.58000183105469,0.46176062001090573,0,0.0,1.112192123136897
2022-01-26,38.56999969482422,84.81999969482422,0.4616655997627225,0,0.0,1.112192123136897
2022-01-27,38.220001220703125,84.18000030517578,0.46102982697225137,0,-0.0,1.112192123136897
2022-01-28,38.720001220703125,85.41000366210938,0.46023650723445425,0,0.0,1.112192123136897
2022-01-31,39.060001373291016,86.36000061035156,0.4591043185134062,0,0.0,1.112192123136897
2022-02-01,39.599998474121094,87.56999969482422,0.45891269518981037,0,0.0,1.112192123136897
2022-02-02,39.869998931884766,88.13999938964844,0.45900513580594476,0,0.0,1.112192123136897
2022-02-03,39.43000030517578,87.02999877929688,0.45978610344138304,-1,-0.0,1.112192123136897
2022-02-04,40.099998474121094,88.47000122070312,0.459885645905312,-1,-0.009384448965426577,1.1017548129175694
2022-02-07,40.220001220703125,88.68000030517578,0.4601482851275056,-1,-0.0019009679674952555,1.0996604123101794
2022-02-08,40.779998779296875,89.70999908447266,0.46110773795548055,-1,-0.008578838517594063,1.0902266032087795
2022-02-09,41.040000915527344,90.30000305175781,0.4609866823057166,-1,-0.003343117433415773,1.0865818476452187
2022-02-10,40.68000030517578,89.48999786376953,0.4611320894594052,-1,0.004636821669962455,1.0916201339025677
2022-02-11,40.11000061035156,87.9800033569336,0.46253128128446486,-1,0.006230956641233626,1.098421971625612
2022-02-14,39.65999984741211,86.9800033569336,0.46268997143286816,-1,0.005961934283047866,1.1049706912355
2022-02-15,40.20000076293945,88.29000091552734,0.4619434957302555,-1,-0.006647227216501292,1.0976256999832832
2022-02-16,40.22999954223633,88.41000366210938,0.461649840513662,-1,-0.00011837002809552365,1.0974957739983378
2022-02-17,39.22999954223633,86.11000061035156,0.46233835785338817,-1,0.012847163760504902,1.1115954819333567
2022-02-18,39.220001220703125,85.95999908447266,0.4630276585761876,-1,-0.0005505179933538336,1.1109835286192216
2022-02-22,39.02000045776367,85.48999786376953,0.46323914731888294,-1,0.0025677742344898027,1.1138362834989526
2022-02-23,38.34000015258789,84.08999633789062,0.4628785052978537,-1,0.009840870017691752,1.1247974015858546
2022-02-24,37.880001068115234,83.18000030517578,0.4624185532541667,-1,0.0069887609053696405,1.132658341692519
2022-02-25,39.099998474121094,86.01000213623047,0.4613652449950922,-1,-0.016474207664237874,1.1139986929588452
2022-02-28,38.52000045776367,84.83000183105469,0.4609428975373869,-1,0.008504083621876142,1.123472230998428
2022-03-01,37.099998474121094,81.8499984741211,0.4603974722216483,-1,0.020671499234412503,1.1466960863613957
2022-03-02,38.060001373291016,84.19999694824219,0.45892496311117914,-1,-0.012657600346439824,1.1321816655814065
2022-03-03,37.939998626708984,83.77999877929688,0.4597578204144557,-1,0.0008638239952001845,1.1331596712710614
2022-03-04,37.22999954223633,82.16000366210938,0.4601792230915256,-1,0.009823720371465844,1.1442915150178505
2022-03-07,35.869998931884766,78.95999908447266,0.4615323979205859,-1,0.01860643096231143,1.165582696092789
2022-03-08,35.65999984741211,78.62000274658203,0.4608931942596259,-1,0.0038671223065748638,1.1700901469370073
2022-03-09,36.970001220703125,81.48999786376953,0.46072346527300345,-1,-0.019911135717026067,1.1467923232201895
2022-03-10,36.65999984741211,80.8499984741211,0.46053795473830833,-1,0.004766822282616559,1.1522588784200491
2022-03-11,36.400001525878906,80.30999755859375,0.4603974535946239,-1,0.004016198319432891,1.1568865785911113
2022-03-14,36.86000061035156,81.02999877929688,0.4619710785790107,-1,-0.008509747132898666,1.1470417663458568
2022-03-15,37.380001068115234,82.08999633789062,0.4623625601490549,-1,-0.00806415036024601,1.1377918490725616
2022-03-16,38.43000030517578,84.54000091552734,0.46137637261975073,-1,-0.01429049452551966,1.1215322408822093
2022-03-17,38.90999984741211,85.44999694824219,0.4620645425173121,-1,-0.007523933984251915,1.1130939063406013
2022-03-18,39.0,85.87000274658203,0.46087259726952723,-1,-4.1883689951069305e-05,1.1130472858605418
2022-03-21,38.810001373291016,85.72000122070312,0.45946780686194116,-1,0.004066686984056202,1.11757370077059
2022-03-22,39.439998626708984,87.12999725341797,0.4592441960081811,-1,-0.008675138112181006,1.1078785945658638
2022-03-23,38.709999084472656,85.52999877929688,0.45929574170217047,-1,0.010075855768473167,1.1190414194936882
2022-03-24,39.02000045776367,85.8499984741211,0.46117575154057217,-1,-0.00628990521836576,1.1120027550296474
2022-03-25,39.52000045776367,86.80999755859375,0.46185779360542856,-1,-0.007656943082294069,1.1034882132270312
2022-03-28,39.40999984741211,86.61000061035156,0.4616660054909817,-1,0.0017193665517323353,1.1053855139510846
2022-03-29,39.5,87.16999816894531,0.4597448572508424,0,0.0007013231381535119,1.106160746388598
2022-03-30,39.220001220703125,86.29000091552734,0.46113269607099594,0,-0.0,1.106160746388598
